,300,500,800
855,534.0,730.0,1032.0
856,634.0,843.0,1086.0
857,560.0,725.0,1034.0
858,311.0,505.0,811.0
859,444.0,627.0,922.0
860,410.0,588.0,868.0
861,326.0,523.0,833.0
862,338.0,542.0,842.0
863,326.0,546.0,814.0
864,514.0,702.0,999.0
865,515.0,731.0,994.0
866,878.0,1067.0,1374.0
867,351.0,528.0,835.0
868,524.0,735.0,1088.0
869,419.0,631.0,932.0
870,531.0,644.0,918.0
871,474.0,644.0,924.0
872,422.0,629.0,930.0
873,636.0,638.0,909.0
874,352.0,558.0,889.0
875,320.0,524.0,812.0
876,401.0,637.0,915.0
877,515.0,769.0,1047.0
878,377.0,569.0,881.0
879,465.0,656.0,978.0
880,855.0,1061.0,1351.0
881,301.0,508.0,814.0
882,311.0,673.0,945.0
883,305.0,507.0,832.0
884,333.0,525.0,815.0
885,333.0,527.0,867.0
886,335.0,528.0,834.0
887,320.0,537.0,820.0
888,788.0,1008.0,1304.0
889,338.0,511.0,824.0
890,617.0,824.0,1131.0
891,337.0,532.0,848.0
892,496.0,735.0,1080.0
893,376.0,607.0,866.0
894,389.0,635.0,877.0
895,459.0,667.0,1001.0
896,361.0,561.0,864.0
897,500.0,683.0,992.0
898,705.0,965.0,1244.0
899,772.0,867.0,1196.0
900,710.0,967.0,1220.0
901,406.0,606.0,884.0
902,365.0,519.0,818.0
903,650.0,865.0,1167.0
904,345.0,571.0,861.0
905,543.0,729.0,1057.0
906,316.0,529.0,834.0
907,498.0,732.0,1036.0
908,336.0,532.0,861.0
909,365.0,540.0,822.0
910,680.0,857.0,1193.0
911,471.0,650.0,916.0
912,559.0,787.0,1087.0
913,372.0,559.0,899.0
914,573.0,776.0,1099.0
915,475.0,655.0,933.0
916,580.0,780.0,1063.0
917,632.0,843.0,1094.0
918,465.0,640.0,953.0
919,638.0,848.0,1081.0
920,738.0,930.0,1240.0
921,386.0,542.0,852.0
922,412.0,604.0,889.0
923,307.0,518.0,849.0
924,729.0,916.0,1236.0
925,457.0,648.0,929.0
926,484.0,725.0,1032.0
927,774.0,991.0,1233.0
928,582.0,816.0,1119.0
929,503.0,714.0,985.0
930,536.0,528.0,812.0
931,512.0,702.0,991.0
932,523.0,532.0,801.0
933,537.0,748.0,1038.0
934,732.0,890.0,1160.0
935,453.0,659.0,984.0
936,487.0,661.0,962.0
937,330.0,547.0,837.0
938,626.0,828.0,1099.0
939,584.0,788.0,1114.0
940,377.0,596.0,872.0
941,611.0,814.0,1128.0
942,517.0,708.0,1006.0
943,402.0,624.0,893.0
944,514.0,745.0,992.0
945,557.0,780.0,1021.0
946,655.0,859.0,1169.0
947,612.0,816.0,1128.0
948,554.0,757.0,1090.0
949,417.0,651.0,999.0
950,458.0,648.0,989.0
951,1145.0,1325.0,1633.0
952,328.0,534.0,806.0
953,433.0,621.0,961.0
954,452.0,662.0,974.0
955,488.0,703.0,1002.0
956,331.0,554.0,830.0
957,380.0,564.0,870.0
958,478.0,716.0,988.0
959,336.0,535.0,841.0
960,488.0,736.0,1036.0
